iata_code,type,name,latitude_deg,longitude_deg,elevation_ft,iso_country,municipality,scheduled_service,local_code,country
BPS,medium_airport,Porto Seguro Airport,-16.438601,-39.080898,168,BR,Porto Seguro,yes,,Brazil
PVH,medium_airport,Governador Jorge Teixeira de Oliveira Airport,-8.70928955078125,-63.9023017883301,290,BR,Porto Velho,yes,,Brazil
RBR,medium_airport,Rio Branco-Plácido de Castro International Airport,-9.869031,-67.893984,633,BR,Rio Branco,yes,AC0001,Brazil
REC,medium_airport,Guararapes - Gilberto Freyre International Airport,-8.12648963928223,-34.9235992431641,33,BR,Recife,yes,,Brazil
SDU,medium_airport,Santos Dumont Airport,-22.9104995728,-43.1631011963,11,BR,Rio De Janeiro,yes,,Brazil
RAO,medium_airport,Leite Lopes Airport,-21.1363887786865,-47.776668548584,1806,BR,Ribeirão Preto,yes,,Brazil
SNZ,medium_airport,Santa Cruz Air Force Base,-22.9324,-43.719101,10,BR,Rio de Janeiro,no,RJ9003,Brazil
NAT,large_airport,São Gonçalo do Amarante - Governador Aluízio Alves International Airport,-5.769804,-35.366578,272,BR,Natal,yes,RN0001,Brazil
SJK,medium_airport,Professor Urbano Ernesto Stumpf Airport,-23.2292003631592,-45.861499786377,2120,BR,São José Dos Campos,yes,,Brazil
SLZ,medium_airport,Marechal Cunha Machado International Airport,-2.58536005020142,-44.2341003417969,178,BR,São Luís,yes,,Brazil
RIA,medium_airport,Santa Maria Airport,-29.711399,-53.688202,287,BR,Santa Maria,yes,,Brazil
STM,medium_airport,Maestro Wilson Fonseca Airport,-2.42472195625305,-54.785831451416,198,BR,Santarém,yes,,Brazil
CGH,large_airport,Congonhas Airport,-23.6261100769043,-46.6563873291016,2631,BR,São Paulo,yes,,Brazil
SJP,medium_airport,Prof. Eribelto Manoel Reino State Airport,-20.8166007996,-49.40650177,1784,BR,São José Do Rio Preto,yes,,Brazil
SSZ,medium_airport,Base Aérea de Santos,-23.928192,-46.300195,13,BR,Guarujá,no,SP9006,Brazil
SSA,large_airport,Deputado Luiz Eduardo Magalhães International Airport,-12.9086112976,-38.3224983215,64,BR,Salvador,yes,,Brazil
TMT,medium_airport,Trombetas Airport,-1.489599943161,-56.396800994873,287,BR,Oriximiná,yes,,Brazil
THE,medium_airport,Senador Petrônio Portela Airport,-5.0599398613,-42.8235015869,219,BR,Teresina,yes,,Brazil
TFF,medium_airport,Tefé Airport,-3.38294005394,-64.7240982056,188,BR,Tefé,yes,,Brazil
TRQ,medium_airport,Tarauacá Airport,-8.155534,-70.782985,646,BR,Tarauacá,no,AC0004,Brazil
TEC,medium_airport,Telêmaco Borba Airport,-24.317801,-50.6516,2610,BR,Telêmaco Borba,no,PR0007,Brazil
TBT,medium_airport,Tabatinga Airport,-4.2556700706482,-69.93579864502,279,BR,Tabatinga,yes,,Brazil
TUR,medium_airport,Tucuruí Airport,-3.7860100269318,-49.72029876709,830,BR,Tucuruí,yes,,Brazil
SJL,medium_airport,São Gabriel da Cachoeira Airport,-0.14835,-66.9855,251,BR,São Gabriel Da Cachoeira,yes,,Brazil
PAV,medium_airport,Paulo Afonso Airport,-9.4008798599243,-38.250598907471,883,BR,Paulo Afonso,yes,,Brazil
URG,medium_airport,Rubem Berta Airport,-29.7821998596,-57.0382003784,256,BR,Uruguaiana,yes,,Brazil
UDI,medium_airport,Ten. Cel. Aviador César Bombonato Airport,-18.883612,-48.225277,3094,BR,Uberlândia,yes,,Brazil
UBA,medium_airport,Mário de Almeida Franco Airport,-19.764722824097,-47.966110229492,2655,BR,Uberaba,yes,,Brazil
VAG,medium_airport,Major Brigadeiro Trompowsky Airport,-21.5900993347,-45.4733009338,3025,BR,Varginha,no,,Brazil
BVH,medium_airport,Brigadeiro Camarão Airport,-12.694399833679,-60.098300933838,2018,BR,Vilhena,yes,,Brazil
VIX,medium_airport,Eurico de Aguiar Salles Airport,-20.258057,-40.286388,11,BR,Vitória,yes,,Brazil
QPS,medium_airport,Campo Fontenelle,-21.984692,-47.341207,1968,BR,Pirassununga,no,SP9002,Brazil
IZA,medium_airport,Presidente Itamar Franco Airport,-21.513086,-43.173069,1348,BR,Juiz de Fora,yes,,Brazil
IZA,medium_airport,Presidente Itamar Franco Airport,-21.513056,-43.173058,1348,BR,Juiz de Fora,yes,MG0006,Brazil
JTC,medium_airport,Bauru/Arealva–Moussa Nakhal Tobias State Airport,-22.160755,-49.070325,1962,BR,Bauru,yes,SP0010,Brazil
ARX,medium_airport,Aracati Airport,-4.568896,-37.805135,128,BR,Aracati,no,CE0004,Brazil
PGZ,medium_airport,Ponta Grossa Airport - Comandante Antonio Amilton Beraldo,-25.1847,-50.1441,2588,BR,Ponta Grossa,yes,SBPG,Brazil
AUX,medium_airport,Araguaína Airport,-7.22787,-48.240501,771,BR,Araguaína,yes,SWGN,Brazil
ROO,medium_airport,Maestro Marinho Franco Airport,-16.586,-54.7248,1467,BR,Rondonópolis,yes,MT0004,Brazil
BGK,medium_airport,Big Creek Airport,16.519369,-88.407913,22,BZ,Big Creek,yes,,Belize
CUK,medium_airport,Caye Caulker Airport,17.734699,-88.032501,2,BZ,Caye Caulker,yes,,Belize
CYC,medium_airport,Caye Chapel Airport,17.683792,-88.044985,3,BZ,Caye Chapel,yes,,Belize
CZH,medium_airport,Corozal Municipal Airport,18.3822002410889,-88.4119033813477,40,BZ,Corozal,yes,,Belize
DGA,medium_airport,Dangriga Airport,16.9825096130371,-88.2309875488281,508,BZ,Dangriga,yes,,Belize
PLJ,medium_airport,Placencia Airport,16.5369567871094,-88.3615112304688,3,BZ,Placencia,yes,,Belize
PND,medium_airport,Punta Gorda Airport,16.102399826,-88.8082962036,7,BZ,Punta Gorda,yes,,Belize
SJX,medium_airport,Sartaneja Airport,18.3561000823975,-88.1307983398438,3,BZ,Sartaneja,yes,,Belize
SPR,medium_airport,John Greif II Airport,17.9139,-87.9711,4,BZ,San Pedro,yes,,Belize
TZA,medium_airport,Sir Barry Bowen Municipal Airport,17.51639,-88.194443,8,BZ,Belize City,yes,,Belize
BZE,large_airport,Philip S. W. Goldson International Airport,17.5391006469727,-88.3081970214844,15,BZ,Belize City,yes,,Belize
GEC,medium_airport,Lefkoniko Airport / Geçitkale Air Base,35.235947,33.724358,146,CY,Geçitkale,yes,,Cyprus
ECN,medium_airport,Ercan International Airport,35.1547012329102,33.4961013793945,404,CY,Nicosia,yes,,Cyprus
LCA,large_airport,Larnaca International Airport,34.875099,33.624901,8,CY,Larnaca,yes,,Cyprus
PFO,large_airport,Paphos International Airport,34.7179985046387,32.4856986999512,41,CY,Paphos,yes,,Cyprus
YAC,medium_airport,Cat Lake Airport,51.7271995544434,-91.8244018554688,1344,CA,Cat Lake,yes,,Canada
YAG,medium_airport,Fort Frances Municipal Airport,48.6542015075684,-93.439697265625,1125,CA,Fort Frances,yes,,Canada
YAH,medium_airport,La Grande-4 Airport,53.754699707,-73.6753005981,1005,CA,La Grande-4,no,,Canada
YAL,medium_airport,Alert Bay Airport,50.5821990966797,-126.916000366211,240,CA,Alert Bay,no,,Canada
YAM,medium_airport,Sault Ste Marie Airport,46.485001,-84.509399,630,CA,Sault Ste Marie,yes,,Canada
XKS,medium_airport,Kasabonika Airport,53.5247001647949,-88.6427993774414,672,CA,Kasabonika,yes,,Canada
YKG,medium_airport,Kangirsuk Airport,60.0271987915039,-69.9991989135742,403,CA,Kangirsuk,yes,,Canada
YAT,medium_airport,Attawapiskat Airport,52.9275016784668,-82.4319000244141,31,CA,Attawapiskat,yes,,Canada
YAY,medium_airport,St. Anthony Airport,51.3918991089,-56.0830993652,108,CA,St. Anthony,yes,,Canada
YAZ,medium_airport,Tofino / Long Beach Airport,49.079833,-125.775583,80,CA,Tofino,yes,,Canada
YBB,medium_airport,Kugaaruk Airport,68.534401,-89.808098,56,CA,Kugaaruk,yes,,Canada
YBC,medium_airport,Baie-Comeau Airport,49.1325,-68.204399,71,CA,Baie-Comeau,yes,YBC,Canada
QBC,medium_airport,Bella Coola Airport,52.387501,-126.596001,117,CA,Bella Coola,yes,,Canada
YBE,medium_airport,Uranium City Airport,59.5614013671875,-108.481002807617,1044,CA,Uranium City,yes,,Canada
YBY,medium_airport,Bonnyville Airport,54.304199,-110.744003,1836,CA,Bonnyville,yes,,Canada
YBG,medium_airport,CFB Bagotville,48.3306007385254,-70.9963989257813,522,CA,Bagotville,yes,,Canada
YBK,medium_airport,Baker Lake Airport,64.2988967896,-96.077796936,59,CA,Baker Lake,yes,,Canada
YBL,medium_airport,Campbell River Airport,49.950802,-125.271004,346,CA,Campbell River,yes,YBL,Canada
XTL,medium_airport,Tadoule Lake Airport,58.7061,-98.512199,923,CA,Tadoule Lake,yes,,Canada
YBR,medium_airport,Brandon Municipal Airport,49.91,-99.951897,1343,CA,Brandon,yes,,Canada
YBT,medium_airport,Brochet Airport,57.8894,-101.679001,1136,CA,Brochet,yes,,Canada
YBV,medium_airport,Berens River Airport,52.358898,-97.018303,728,CA,Berens River,yes,,Canada
YBX,medium_airport,Lourdes de Blanc Sablon Airport,51.4435997009,-57.1852989197,121,CA,Lourdes-De-Blanc-Sablon,yes,,Canada
YRF,medium_airport,Cartwright Airport,53.6828002929687,-57.0419006347656,40,CA,Cartwright,yes,,Canada
YCB,medium_airport,Cambridge Bay Airport,69.1081008911,-105.138000488,90,CA,Cambridge Bay,yes,,Canada
YCC,medium_airport,Cornwall Regional Airport,45.0928001403809,-74.5633010864258,175,CA,Cornwall,no,,Canada
YCD,large_airport,Nanaimo International Air And Space Port / RCAF Nanaimo Base,49.05497,-123.869863,92,CA,Nanaimo,yes,,Canada
YCE,medium_airport,Centralia / James T. Field Memorial Aerodrome,43.285599,-81.508301,824,CA,Centralia,no,CYCE,Canada
YCG,medium_airport,Castlegar/West Kootenay Regional Airport,49.2963981628,-117.632003784,1624,CA,Castlegar,yes,,Canada
YCH,medium_airport,Miramichi Airport,47.007801,-65.449203,108,CA,Miramichi,yes,,Canada
YCL,medium_airport,Charlo Airport,47.990799,-66.330299,132,CA,Charlo,yes,,Canada
YCN,medium_airport,Cochrane Airport,49.105598449707,-81.0136032104492,861,CA,Cochrane,no,,Canada
YCO,medium_airport,Kugluktuk Airport,67.816704,-115.143997,74,CA,Kugluktuk,yes,,Canada
YCQ,medium_airport,Chetwynd Airport,55.687198638916,-121.626998901367,2000,CA,Chetwynd,no,,Canada
YCR,medium_airport,Cross Lake (Charlie Sinclair Memorial) Airport,54.6105995178223,-97.7608032226562,709,CA,Cross Lake,no,,Canada
YCS,medium_airport,Chesterfield Inlet Airport,63.3469009399,-90.7311019897,32,CA,Chesterfield Inlet,yes,,Canada
YCY,medium_airport,Clyde River Airport,70.4860992432,-68.5167007446,87,CA,Clyde River,yes,,Canada
YDA,medium_airport,Dawson City Airport,64.043098449707,-139.128005981445,1215,CA,Dawson City,yes,,Canada
YDB,medium_airport,Burwash Airport,61.3711013793945,-139.041000366211,2647,CA,Burwash,no,,Canada
YDF,medium_airport,Deer Lake Airport,49.2108001708984,-57.3913993835449,72,CA,Deer Lake,yes,,Canada
XRR,medium_airport,Ross River Airport,61.9706001282,-132.42300415,2314,CA,Ross River,no,YDM,Canada
YDN,medium_airport,Dauphin Barker Airport,51.1007995605469,-100.052001953125,999,CA,Dauphin,yes,,Canada
YDO,medium_airport,Dolbeau St Felicien Airport,48.778499603271,-72.375,372,CA,Dolbeau-St-Félicien,no,,Canada
YDP,medium_airport,Nain Airport,56.5491981506348,-61.6803016662598,22,CA,Nain,yes,,Canada
YDQ,medium_airport,Dawson Creek Airport,55.7422981262207,-120.182998657227,2148,CA,Dawson Creek,yes,,Canada
YEG,large_airport,Edmonton International Airport,53.3097000122,-113.580001831,2373,CA,Edmonton,yes,CYEG,Canada
YEK,medium_airport,Arviat Airport,61.0942001343,-94.0708007812,32,CA,Arviat,yes,,Canada
YEL,medium_airport,Elliot Lake Municipal Airport,46.351398468,-82.5614013672,1087,CA,Elliot Lake,no,,Canada
YEM,medium_airport,Manitoulin East Municipal Airport,45.842435,-81.857595,869,CA,Sheguiandah,no,,Canada
YEN,medium_airport,Estevan Airport,49.2103004456,-102.966003418,1905,CA,Estevan,no,,Canada
YER,medium_airport,Fort Severn Airport,56.0189018249512,-87.6761016845703,48,CA,Fort Severn,yes,,Canada
YET,medium_airport,Edson Airport,53.5788993835,-116.464996338,3043,CA,Edson,no,,Canada
YEV,medium_airport,Inuvik Mike Zubko Airport,68.3041992188,-133.483001709,224,CA,Inuvik,yes,,Canada
YEY,medium_airport,Amos/Magny Airport,48.563903,-78.249702,1068,CA,Amos,no,,Canada
YFA,medium_airport,Fort Albany Airport,52.2014007568359,-81.6968994140625,48,CA,Fort Albany,yes,,Canada
YFB,medium_airport,Iqaluit Airport,63.756402,-68.555801,110,CA,Iqaluit,yes,,Canada
YFC,medium_airport,Fredericton Airport,45.8689002990723,-66.5372009277344,68,CA,Fredericton,yes,,Canada
YFE,medium_airport,Forestville Airport,48.7461013793945,-69.0971984863281,293,CA,Forestville,no,,Canada
YFH,medium_airport,Fort Hope Airport,51.5619010925293,-87.9077987670899,899,CA,Fort Hope,yes,,Canada
YTM,medium_airport,La Macaza / Mont-Tremblant International Inc Airport,46.409401,-74.779999,827,CA,Rivière Rouge,yes,,Canada
YFO,medium_airport,Flin Flon Airport,54.6781005859375,-101.681999206543,997,CA,Flin Flon,yes,,Canada
YFR,medium_airport,Fort Resolution Airport,61.1808013916,-113.690002441,526,CA,Fort Resolution,no,,Canada
YFS,medium_airport,Fort Simpson Airport,61.7602005004883,-121.236999511719,555,CA,Fort Simpson,yes,,Canada
YMN,medium_airport,Makkovik Airport,55.0769004821777,-59.1864013671875,234,CA,Makkovik,yes,,Canada
YGB,medium_airport,Texada Gillies Bay Airport,49.6941986083984,-124.517997741699,326,CA,Texada,yes,,Canada
YGH,medium_airport,Fort Good Hope Airport,66.2407989501953,-128.651000976563,268,CA,Fort Good Hope,yes,,Canada
YGK,medium_airport,Kingston Norman Rogers Airport,44.2252998352051,-76.5969009399414,305,CA,Kingston,yes,,Canada
YGL,medium_airport,La Grande Rivière Airport,53.625301361084,-77.7042007446289,639,CA,La Grande Rivière,yes,,Canada
YGM,medium_airport,Gimli Industrial Park Airport,50.628101348877,-97.0432968139648,753,CA,Gimli,no,,Canada
YGO,medium_airport,Gods Lake Narrows Airport,54.5588989257813,-94.4914016723633,617,CA,Gods Lake Narrows,yes,,Canada
YGP,medium_airport,Gaspé (Michel-Pouliot) Airport,48.7752990723,-64.4785995483,112,CA,Gaspé,yes,,Canada
YGQ,medium_airport,Geraldton Greenstone Regional Airport,49.7783012390137,-86.9393997192383,1144,CA,Geraldton,no,,Canada
YGR,medium_airport,Îles-de-la-Madeleine Airport,47.4247016906738,-61.7780990600586,35,CA,Îles-de-la-Madeleine,yes,,Canada
YGT,medium_airport,Igloolik Airport,69.3647003174,-81.8161010742,174,CA,Igloolik,yes,,Canada
YGV,medium_airport,Havre-Saint-Pierre Airport,50.281898,-63.611401,124,CA,Havre-Saint-Pierre,no,,Canada
YGW,medium_airport,Kuujjuarapik Airport,55.2818984985352,-77.7652969360352,34,CA,Kuujjuarapik,yes,,Canada
YGX,medium_airport,Gillam Airport,56.3574981689453,-94.7106018066406,476,CA,Gillam,yes,,Canada
YGZ,medium_airport,Grise Fiord Airport,76.4261016846,-82.9092025757,146,CA,Grise Fiord,yes,,Canada
YQC,medium_airport,Quaqtaq Airport,61.0463981628418,-69.6177978515625,103,CA,Quaqtaq,yes,,Canada
YHD,medium_airport,Dryden Regional Airport,49.831699,-92.744202,1354,CA,Dryden,yes,,Canada
YHE,medium_airport,Hope Airport,49.3683013916,-121.498001099,128,CA,Hope,no,,Canada
YHF,medium_airport,Hearst René Fontaine Municipal Airport,49.7141990661621,-83.6860961914062,827,CA,Hearst,no,,Canada
YNS,medium_airport,Nemiscau Airport,51.6911010742188,-76.1355972290039,802,CA,Nemiscau,yes,,Canada
YHI,medium_airport,Ulukhaktok Holman Airport,70.7628021240234,-117.805999755859,117,CA,Ulukhaktok,yes,,Canada
YHK,medium_airport,Gjoa Haven Airport,68.635597229,-95.8497009277,152,CA,Gjoa Haven,yes,,Canada
YHM,medium_airport,John C. Munro Hamilton International Airport,43.1735992432,-79.9349975586,780,CA,Hamilton,yes,,Canada
YHN,medium_airport,Hornepayne Municipal Airport,49.1930999755859,-84.758903503418,1099,CA,Hornepayne,no,,Canada
YHO,medium_airport,Hopedale Airport,55.448299407959,-60.2285995483398,39,CA,Hopedale,yes,,Canada
YHR,medium_airport,Chevery Airport,50.4688987731934,-59.6366996765137,39,CA,Chevery,yes,,Canada
YHT,medium_airport,Haines Junction Airport,60.7891998291016,-137.546005249023,2150,CA,Haines Junction,no,,Canada
YHU,medium_airport,Montréal / Saint-Hubert Airport,45.5175018311,-73.4169006348,90,CA,Montréal,yes,,Canada
YHY,medium_airport,Hay River / Merlyn Carter Airport,60.8396987915,-115.782997131,541,CA,Hay River,yes,,Canada
YHZ,large_airport,Halifax / Stanfield International Airport,44.8807983398,-63.5085983276,477,CA,Halifax,yes,,Canada
YIB,medium_airport,Atikokan Municipal Airport,48.7738990784,-91.6386032104,1408,CA,Atikokan,no,,Canada
YDG,medium_airport,Digby / Annapolis Regional Airport,44.5458450365,-65.7854247093,499,CA,Digby,no,,Canada
YIF,medium_airport,St Augustin Airport,51.2117004395,-58.6582984924,20,CA,St-Augustin,no,,Canada
YIK,medium_airport,Ivujivik Airport,62.4173011779785,-77.9253005981445,126,CA,Ivujivik,yes,,Canada
YIO,medium_airport,Pond Inlet Airport,72.6832962036,-77.9666976929,181,CA,Pond Inlet,yes,,Canada
YIV,medium_airport,Island Lake Airport,53.8572006225586,-94.6536026000977,770,CA,Island Lake,yes,,Canada
YJF,medium_airport,Fort Liard Airport,60.2358016968,-123.46900177,708,CA,Fort Liard,no,,Canada
YJN,medium_airport,St Jean Airport,45.2943992614746,-73.2810974121094,136,CA,St Jean,no,,Canada
YJT,medium_airport,Stephenville Airport,48.5442008972168,-58.5499992370606,84,CA,Stephenville,yes,,Canada
YKA,medium_airport,Kamloops Airport,50.7022018433,-120.444000244,1133,CA,Kamloops,yes,,Canada
LAK,medium_airport,Aklavik/Freddie Carmichael Airport,68.223297,-135.00599,23,CA,Aklavik,yes,,Canada
YKF,medium_airport,Waterloo Airport,43.4608001709,-80.3786010742,1055,CA,Kitchener,yes,,Canada
YWB,medium_airport,Kangiqsujuaq (Wakeham Bay) Airport,61.5886001587,-71.929397583,501,CA,Kangiqsujuaq,yes,,Canada
YKJ,medium_airport,Key Lake Airport,57.2560997009277,-105.61799621582,1679,CA,Key Lake,no,,Canada
YKL,medium_airport,Schefferville Airport,54.8053016662598,-66.8052978515625,1709,CA,Schefferville,yes,,Canada
AKV,medium_airport,Akulivik Airport,60.8185997009277,-78.1485977172852,75,CA,Akulivik,yes,,Canada
YKQ,medium_airport,Waskaganish Airport,51.4733009338379,-78.75830078125,80,CA,Waskaganish,yes,,Canada
YKX,medium_airport,Kirkland Lake Airport,48.2103004455566,-79.9813995361328,1157,CA,Kirkland Lake,no,,Canada
YKY,medium_airport,Kindersley Airport,51.5175018311,-109.180999756,2277,CA,Kindersley,no,YKY,Canada
YKZ,medium_airport,Buttonville Municipal Airport,43.8622016906738,-79.370002746582,650,CA,Toronto,no,,Canada
YPJ,medium_airport,Aupaluk Airport,59.2966995239258,-69.5997009277344,119,CA,Aupaluk,yes,,Canada
YLC,medium_airport,Kimmirut Airport,62.8499984741,-69.8833007812,175,CA,Kimmirut,yes,,Canada
YLD,medium_airport,Chapleau Airport,47.8199996948242,-83.3467025756836,1470,CA,Chapleau,no,,Canada
YLH,medium_airport,Lansdowne House Airport,52.1955986022949,-87.934196472168,834,CA,Lansdowne House,yes,,Canada
YLJ,medium_airport,Meadow Lake Airport,54.125301361084,-108.523002624512,1576,CA,Meadow Lake,no,,Canada
YSG,medium_airport,Lutselk'e Airport,62.418303,-110.681998,596,CA,Lutselk'e,yes,,Canada
YLL,medium_airport,Lloydminster Airport,53.3092002868652,-110.072998046875,2193,CA,Lloydminster,yes,,Canada
YLR,medium_airport,Leaf Rapids Airport,56.5133018493652,-99.9852981567383,959,CA,Leaf Rapids,no,,Canada
YLT,medium_airport,Alert Airport,82.5177993774,-62.2806015015,100,CA,Alert,no,,Canada
XGR,medium_airport,Kangiqsualujjuaq (Georges River) Airport,58.7113990783691,-65.9927978515625,215,CA,Kangiqsualujjuaq,yes,,Canada
YLW,large_airport,Kelowna International Airport,49.9561,-119.377998,1421,CA,Kelowna,yes,,Canada
YMA,medium_airport,Mayo Airport,63.6164016723633,-135.86799621582,1653,CA,Mayo,no,,Canada
YME,medium_airport,Matane Airport,48.8568992614746,-67.4533004760742,102,CA,Matane,no,,Canada
YMG,medium_airport,Manitouwadge Airport,49.0839004516602,-85.8606033325195,1198,CA,Manitouwadge,no,,Canada
YMH,medium_airport,Mary's Harbour Airport,52.3027992248535,-55.8471984863281,38,CA,Mary's Harbour,yes,,Canada
YMJ,medium_airport,Moose Jaw Air Vice Marshal C. M. McEwen Airport,50.3302993774414,-105.55899810791,1892,CA,Moose Jaw,no,,Canada
YML,medium_airport,Charlevoix Airport,47.5974998474121,-70.2238998413086,977,CA,Charlevoix,no,,Canada
YMM,medium_airport,Fort McMurray Airport,56.653301239,-111.222000122,1211,CA,Fort McMurray,yes,,Canada
YMO,medium_airport,Moosonee Airport,51.2910995483398,-80.6078033447266,30,CA,Moosonee,yes,,Canada
YMT,medium_airport,Chapais Airport,49.771900177002,-74.5280990600586,1270,CA,Chibougamau,yes,,Canada
YUD,medium_airport,Umiujaq Airport,56.5360984802246,-76.5183029174805,250,CA,Umiujaq,yes,,Canada
YMX,medium_airport,Montreal International (Mirabel) Airport,45.679501,-74.038696,270,CA,Montréal,no,,Canada
YNA,medium_airport,Natashquan Airport,50.189998626709,-61.7891998291016,39,CA,Natashquan,yes,,Canada
YNC,medium_airport,Wemindji Airport,53.0106010437012,-78.8311004638672,66,CA,Wemindji,yes,,Canada
YND,medium_airport,Ottawa / Gatineau Airport,45.521702,-75.563599,211,CA,Gatineau,yes,CYND,Canada
YNE,medium_airport,Norway House Airport,53.9583015441895,-97.8442001342773,734,CA,Norway House,yes,,Canada
YNL,medium_airport,Points North Landing Airport,58.2766990661621,-104.082000732422,1605,CA,Points North Landing,yes,,Canada
YNM,medium_airport,Matagami Airport,49.7616996765137,-77.8028030395508,918,CA,Matagami,no,,Canada
